# Region type : patch outlet
# Faces       : 248
# Area        : 3.740941e+01
# Scale factor: 1.000000e+00
# Time        	sum(phi)
0.266292      	-7.126729e+01
0.266544      	-7.050706e+01
0.266791      	-6.974461e+01
0.267027      	-6.899801e+01
0.267255      	-6.826112e+01
0.267487      	-6.748923e+01
0.267719      	-6.670216e+01
0.267947      	-6.590995e+01
0.268172      	-6.511142e+01
0.268404      	-6.427012e+01
0.26864       	-6.339747e+01
0.268873      	-6.251965e+01
0.269103      	-6.163506e+01
0.269333      	-6.073244e+01
0.269565      	-5.980854e+01
0.2698        	-5.885637e+01
0.270045      	-5.784333e+01
0.270293      	-5.680335e+01
0.270533      	-5.578236e+01
0.270763      	-5.478804e+01
0.27099       	-5.379739e+01
0.271229      	-5.273527e+01
0.271475      	-5.163040e+01
0.271723      	-5.049967e+01
0.271974      	-4.934187e+01
0.272231      	-4.814362e+01
0.272485      	-4.695206e+01
0.272739      	-4.574864e+01
0.272993      	-4.453608e+01
0.273248      	-4.330724e+01
0.273501      	-4.208460e+01
0.273747      	-4.089340e+01
0.273989      	-3.971468e+01
0.274239      	-3.849241e+01
0.274493      	-3.724313e+01
0.274747      	-3.599898e+01
0.275005      	-3.472877e+01
0.275263      	-3.347076e+01
0.275516      	-3.224055e+01
0.275765      	-3.103287e+01
0.276011      	-2.984938e+01
0.276247      	-2.872003e+01
0.276481      	-2.760863e+01
0.276716      	-2.650344e+01
0.276952      	-2.540654e+01
0.277186      	-2.433315e+01
0.27742       	-2.327470e+01
0.277652      	-2.224441e+01
0.277886      	-2.122740e+01
0.27812       	-2.021890e+01
0.278353      	-1.922438e+01
0.278588      	-1.825188e+01
0.278823      	-1.730463e+01
0.279064      	-1.636425e+01
0.279309      	-1.544133e+01
0.279553      	-1.455227e+01
0.279781      	-1.376003e+01
0.280008      	-1.299755e+01
0.280223      	-1.230915e+01
0.280429      	-1.167946e+01
0.280634      	-1.107895e+01
0.280849      	-1.047717e+01
0.28107       	-9.893996e+00
0.281293      	-9.347317e+00
0.281513      	-8.852560e+00
0.281729      	-8.410498e+00
0.281942      	-8.012112e+00
0.282158      	-7.649254e+00
0.282379      	-7.319216e+00
0.282604      	-7.031011e+00
0.282824      	-6.800588e+00
0.283038      	-6.625136e+00
0.28325       	-6.497027e+00
0.28346       	-6.414591e+00
0.283671      	-6.378277e+00
0.283884      	-6.390301e+00
0.284098      	-6.453567e+00
0.284313      	-6.570091e+00
0.284527      	-6.740449e+00
0.284741      	-6.964452e+00
0.284954      	-7.242811e+00
0.285167      	-7.576419e+00
0.28538       	-7.966547e+00
0.285594      	-8.414566e+00
0.285808      	-8.922264e+00
0.286023      	-9.488990e+00
0.286237      	-1.011520e+01
0.286451      	-1.080034e+01
0.286664      	-1.154484e+01
0.286878      	-1.235072e+01
0.287092      	-1.321995e+01
0.287306      	-1.415218e+01
0.287522      	-1.515266e+01
0.287738      	-1.621792e+01
0.287956      	-1.735641e+01
0.288174      	-1.856080e+01
0.288392      	-1.983757e+01
0.288611      	-2.117799e+01
0.288829      	-2.257753e+01
0.289047      	-2.403354e+01
0.289263      	-2.555277e+01
0.289478      	-2.712991e+01
0.289691      	-2.875749e+01
0.289904      	-3.043719e+01
0.290116      	-3.217341e+01
0.29033       	-3.397622e+01
0.290544      	-3.584072e+01
0.290758      	-3.776545e+01
0.290972      	-3.975050e+01
0.291186      	-4.179179e+01
0.2914        	-4.388314e+01
0.291614      	-4.602263e+01
0.291826      	-4.820910e+01
0.292038      	-5.044094e+01
0.292248      	-5.269836e+01
0.292458      	-5.499311e+01
0.292666      	-5.733080e+01
0.292875      	-5.971291e+01
0.293084      	-6.214145e+01
0.293293      	-6.461223e+01
0.293501      	-6.711505e+01
0.293707      	-6.963599e+01
0.293912      	-7.216261e+01
0.294113      	-7.468759e+01
0.294311      	-7.720948e+01
0.294508      	-7.973116e+01
0.294702      	-8.225816e+01
0.294895      	-8.479800e+01
0.295088      	-8.735737e+01
0.295281      	-8.993867e+01
0.295473      	-9.254272e+01
0.295666      	-9.516872e+01
0.295859      	-9.781821e+01
0.296052      	-1.004849e+02
0.296244      	-1.031454e+02
0.296434      	-1.058025e+02
0.296623      	-1.084531e+02
0.29681       	-1.110935e+02
0.296996      	-1.137239e+02
0.297181      	-1.163488e+02
0.297366      	-1.189722e+02
0.29755       	-1.215995e+02
0.297735      	-1.242370e+02
0.29792       	-1.268931e+02
0.298107      	-1.295711e+02
0.298296      	-1.322730e+02
0.298486      	-1.349980e+02
0.298677      	-1.377401e+02
0.29887       	-1.404901e+02
0.299063      	-1.432423e+02
0.299257      	-1.459915e+02
0.29945       	-1.487174e+02
0.299643      	-1.514322e+02
0.299836      	-1.541334e+02
0.300029      	-1.568194e+02
0.300222      	-1.594916e+02
0.300414      	-1.621374e+02
0.300607      	-1.647688e+02
0.300799      	-1.673693e+02
0.300991      	-1.699541e+02
0.301184      	-1.725233e+02
0.301377      	-1.750778e+02
0.301571      	-1.776051e+02
0.301765      	-1.801149e+02
0.301959      	-1.825915e+02
0.302154      	-1.850445e+02
0.302348      	-1.874612e+02
0.302543      	-1.898505e+02
0.302738      	-1.922020e+02
0.302933      	-1.945116e+02
0.303128      	-1.967888e+02
0.303323      	-1.990362e+02
0.30352       	-2.012507e+02
0.303716      	-2.034209e+02
0.303912      	-2.055434e+02
0.304107      	-2.076096e+02
0.304302      	-2.096291e+02
0.304497      	-2.116077e+02
0.304692      	-2.135358e+02
0.304887      	-2.154108e+02
0.305081      	-2.172332e+02
0.305275      	-2.190035e+02
0.305467      	-2.207090e+02
0.305658      	-2.223445e+02
0.305846      	-2.239149e+02
0.306033      	-2.254237e+02
0.306218      	-2.268731e+02
0.306402      	-2.282668e+02
0.306586      	-2.296080e+02
0.306769      	-2.308993e+02
0.306952      	-2.321434e+02
0.307135      	-2.333416e+02
0.307321      	-2.345068e+02
0.307508      	-2.356285e+02
0.307693      	-2.366752e+02
0.307875      	-2.376597e+02
0.308057      	-2.385912e+02
0.308239      	-2.394738e+02
0.30842       	-2.403075e+02
0.308602      	-2.410909e+02
0.308783      	-2.418225e+02
0.308964      	-2.425017e+02
0.309143      	-2.431287e+02
0.309322      	-2.437047e+02
0.3095        	-2.442308e+02
0.309678      	-2.447081e+02
0.309855      	-2.451377e+02
0.310031      	-2.455202e+02
0.310207      	-2.458564e+02
0.310383      	-2.461471e+02
0.310558      	-2.463930e+02
0.310732      	-2.465949e+02
0.310907      	-2.467538e+02
0.311081      	-2.468704e+02
0.311254      	-2.469453e+02
0.311428      	-2.469793e+02
0.311601      	-2.469728e+02
0.311775      	-2.469266e+02
0.311948      	-2.468413e+02
0.312122      	-2.467175e+02
0.312296      	-2.465555e+02
0.312471      	-2.463560e+02
0.312645      	-2.461195e+02
0.312819      	-2.458471e+02
0.312993      	-2.455402e+02
0.313167      	-2.452001e+02
0.31334       	-2.448284e+02
0.313513      	-2.444262e+02
0.313685      	-2.439945e+02
0.313857      	-2.435342e+02
0.314028      	-2.430463e+02
0.314199      	-2.425318e+02
0.31437       	-2.419921e+02
0.314539      	-2.414293e+02
0.314708      	-2.408454e+02
0.314875      	-2.402427e+02
0.315041      	-2.396228e+02
0.315206      	-2.389871e+02
