# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
0.0108655     	p_rgh         	6.665035e+04	(1.183850e+00 -3.161712e+00 2.292784e+00)	2	1.714209e+05	(3.478758e+00 -2.484533e-01 2.789422e+00)	2
0.010919      	p_rgh         	6.679640e+04	(1.183850e+00 -3.161712e+00 2.292784e+00)	2	1.718001e+05	(3.478758e+00 -2.484533e-01 2.789422e+00)	2
0.0109726     	p_rgh         	6.709711e+04	(1.183850e+00 -3.161712e+00 2.292784e+00)	2	1.720492e+05	(3.478758e+00 -2.484533e-01 2.789422e+00)	2
0.0110262     	p_rgh         	6.754355e+04	(1.183850e+00 -3.161712e+00 2.292784e+00)	2	1.720522e+05	(3.478758e+00 -2.484533e-01 2.789422e+00)	2
0.01108       	p_rgh         	6.808509e+04	(2.803908e+00 1.778009e+00 2.285864e+00)	2	1.744137e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0111338     	p_rgh         	6.636352e+04	(2.803908e+00 1.778009e+00 2.285864e+00)	2	1.743103e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0111877     	p_rgh         	6.504269e+04	(2.803908e+00 1.778009e+00 2.285864e+00)	2	1.741746e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0112416     	p_rgh         	6.415500e+04	(2.803908e+00 1.778009e+00 2.285864e+00)	2	1.744212e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0112957     	p_rgh         	6.363818e+04	(2.803908e+00 1.778009e+00 2.285864e+00)	2	1.745188e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0113498     	p_rgh         	6.654781e+04	(2.803908e+00 1.778009e+00 2.285864e+00)	2	1.746274e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.011404      	p_rgh         	6.643459e+04	(2.803908e+00 1.778009e+00 2.285864e+00)	2	1.747769e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0114582     	p_rgh         	6.650315e+04	(2.803908e+00 1.778009e+00 2.285864e+00)	2	1.824589e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0115126     	p_rgh         	6.672938e+04	(2.803908e+00 1.778009e+00 2.285864e+00)	2	1.824932e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0115671     	p_rgh         	6.935055e+04	(3.161621e+00 -1.182367e+00 2.292819e+00)	2	1.826165e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0116216     	p_rgh         	6.917413e+04	(3.161621e+00 -1.182367e+00 2.292819e+00)	2	1.828385e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0116764     	p_rgh         	7.142190e+04	(3.161621e+00 -1.182367e+00 2.292819e+00)	2	1.830573e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0117312     	p_rgh         	7.159695e+04	(3.161621e+00 -1.182367e+00 2.292819e+00)	2	1.832504e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0117862     	p_rgh         	7.185087e+04	(3.206769e+00 -7.344414e-01 2.283076e+00)	2	1.834063e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.011841      	p_rgh         	7.219149e+04	(3.206769e+00 -7.344414e-01 2.283076e+00)	2	2.606167e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0118956     	p_rgh         	7.263198e+04	(3.206769e+00 -7.344414e-01 2.283076e+00)	2	2.576158e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0119501     	p_rgh         	7.312529e+04	(3.206769e+00 -7.344414e-01 2.283076e+00)	2	2.541926e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0120046     	p_rgh         	7.368130e+04	(3.206769e+00 -7.344414e-01 2.283076e+00)	2	2.504669e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0120591     	p_rgh         	7.425474e+04	(3.206769e+00 -7.344414e-01 2.283076e+00)	2	2.470462e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0121136     	p_rgh         	7.483953e+04	(3.206769e+00 -7.344414e-01 2.283076e+00)	2	2.445992e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
